18禁	18禁 🔞
克利珀顿岛	克利珀顿岛 🇨🇵
克罗埃西亚	克罗埃西亚 🇭🇷
八轮辐星号	八轮辐星号 ✳️
公共汽车站	公共汽车站 🚏
冒热气的碗	冒热气的碗 🍜
几内亚比索	几内亚比索 🇬🇼
几内亚比绍	几内亚比绍 🇬🇼
列支敦士登	列支敦士登 🇱🇮
列支敦斯登	列支敦斯登 🇱🇮
刚果（布）	刚果（布） 🇨🇬
刚果（金）	刚果（金） 🇨🇩
办公室职员	办公室职员 👨‍💼 👩‍💼
加纳共和国	加纳共和国 🇬🇭
加纳利群岛	加纳利群岛 🇮🇨
加那利群岛	加那利群岛 🇮🇨
十字安全帽	十字安全帽 ⛑️
南非共和国	南非共和国 🇿🇦
卡片存档盒	卡片存档盒 🗃
印度共和国	印度共和国 🇮🇳
印度尼西亚	印度尼西亚 🇮🇩
卷起的报纸	卷起的报纸 🗞
厄立特里亚	厄立特里亚 🇪🇷
受伤的心灵	受伤的心灵 ❤️‍🩹
古巴共和国	古巴共和国 🇨🇺
古老的钥匙	古老的钥匙 🗝
向右伸的手	向右伸的手 🫱
向右推的手	向右推的手 🫸
向左伸的手	向左伸的手 🫲
向左推的手	向左推的手 🫷
含泪的笑脸	含泪的笑脸 🥲
和平的象征	和平的象征 🕊
哈萨克斯坦	哈萨克斯坦 🇰🇿
哥斯大黎加	哥斯大黎加 🇨🇷
哥斯达黎加	哥斯达黎加 🇨🇷
哺乳的女人	哺乳的女人 👩‍🍼
哺乳的男人	哺乳的男人 👨‍🍼
唔关我事女	唔关我事女 🤷🏻‍♀️
唔关我事男	唔关我事男 🤷🏻‍♂️
喷水的鲸鱼	喷水的鲸鱼 🐳
四轮滑冰鞋	四轮滑冰鞋 🛼
国际象棋兵	国际象棋兵 ♟
圆筒冰淇淋	圆筒冰淇淋 🍦
圆筒冰激凌	圆筒冰激凌 🍦
土库曼斯坦	土库曼斯坦 🇹🇲
圣佑达修斯	圣佑达修斯 🇧🇶
圣巴泰勒米	圣巴泰勒米 🇧🇱
圣诞老奶奶	圣诞老奶奶 🤶🏻
圣诞老爷爷	圣诞老爷爷 🎅🏻
垂斯坦昆哈	垂斯坦昆哈 🇸🇭
垃圾丢弃处	垃圾丢弃处 🚮
埃塞俄比亚	埃塞俄比亚 🇪🇹
塔吉克斯坦	塔吉克斯坦 🇹🇯
墨西哥卷饼	墨西哥卷饼 🌮 🌯
墨西哥粽子	墨西哥粽子 🫔
多哥共和国	多哥共和国 🇹🇬
多米尼克国	多米尼克国 🇩🇲
夜幕下的桥	夜幕下的桥 🌉
夜间的大桥	夜间的大桥 🌉
大拇指向上	大拇指向上 👍
大拇指向下	大拇指向下 👎
大拇指朝上	大拇指朝上 👍
大拇指朝下	大拇指朝下 👎
天使的翅膀	天使的翅膀 🪽
头戴式耳机	头戴式耳机 🎧
女医护人员	女医护人员 👩‍⚕️
女工厂工人	女工厂工人 👩‍🏭
女建筑工人	女建筑工人 👷‍♀️
女开发人员	女开发人员 👩‍💻
女摇滚歌手	女摇滚歌手 👩‍🎤
女生玩水球	女生玩水球 🤽‍♀️
女行尸走肉	女行尸走肉 🧟‍♀️
女超级英雄	女超级英雄 🦸‍♀️
安道尔公国	安道尔公国 🇦🇩
实验室外衣	实验室外衣 🥼
小型摩托车	小型摩托车 🛵
居酒屋灯笼	居酒屋灯笼 🏮
山地单车女	山地单车女 🚵🏻‍♀️
山地单车男	山地单车男 🚵🏻‍♂️
山地自行车	山地自行车 🚵‍♂️ 🚵‍♀️
山地骑行女	山地骑行女 🚵🏻‍♀️
山地骑行男	山地骑行男 🚵🏻‍♂️
工薪阶层女	工薪阶层女 👩🏻‍💼
工薪阶层男	工薪阶层男 👨🏻‍💼
布吉纳法索	布吉纳法索 🇧🇫
布基纳法索	布基纳法索 🇧🇫
希腊共和国	希腊共和国 🇬🇷
帕劳共和国	帕劳共和国 🇵🇼
带卷边的纸	带卷边的纸 📃
平行四边形	平行四边形 ⏥
废弃的房屋	废弃的房屋 🏚
建筑工人女	建筑工人女 👷🏻‍♀️
建筑工人男	建筑工人男 👷🏻‍♂️
录音麦克风	录音麦克风 🎙
微笑的太阳	微笑的太阳 🌞
微笑的恶魔	微笑的恶魔 😈
微笑的新月	微笑的新月 🌚
微笑的月亮	微笑的月亮 🌝
微笑的朔月	微笑的朔月 🌚
微笑的满月	微笑的满月 🌝
德意志联邦	德意志联邦 🇩🇪
怀孕的男人	怀孕的男人 🫃
意大利面条	意大利面条 🍝
感叹号问号	感叹号问号 ⁉️
愤怒对话框	愤怒对话框 🗯
我服了你了	我服了你了 🤦‍♂️ 🤦‍♀️
戴头巾的人	戴头巾的人 👳‍♂️ 👳‍♀️
戴头纱的人	戴头纱的人 👰‍♀️
戴王冠的人	戴王冠的人 🫅
所罗门群岛	所罗门群岛 🇸🇧
手动刮胡刀	手动刮胡刀 🪒
打开文件夹	打开文件夹 📂️
打开档案夹	打开档案夹 📂️
打开的书本	打开的书本 📖
打电话给我	打电话给我 🤙
扬声器关闭	扬声器关闭 🔇
护照检查处	护照检查处 🛂
拄盲杖的人	拄盲杖的人 👨‍🦯 👩‍🦯
捷克共和国	捷克共和国 🇨🇿
握紧的拳头	握紧的拳头 👊
摇滚女歌手	摇滚女歌手 👩‍🎤
摇滚男歌手	摇滚男歌手 👨‍🎤
摩洛哥王国	摩洛哥王国 🇲🇦
摩纳哥公国	摩纳哥公国 🇲🇨
攀爬的女人	攀爬的女人 🧗‍♀️
攀爬的男人	攀爬的男人 🧗‍♂️
收起的雨伞	收起的雨伞 🌂
放着勺的碗	放着勺的碗 🥣
斐济共和国	斐济共和国 🇫🇯
斯洛文尼亚	斯洛文尼亚 🇸🇮
斯洛维尼亚	斯洛维尼亚 🇸🇮
新月形面包	新月形面包 🥐
方程式赛车	方程式赛车 🏎
无线局域网	无线局域网 🛜
无能为力女	无能为力女 🤷🏻‍♀️
无能为力男	无能为力男 🤷🏻‍♂️
无障碍设施	无障碍设施 ♿️
智利共和国	智利共和国 🇨🇱
暗夜精灵女	暗夜精灵女 🧝🏻‍♀️
暗夜精灵男	暗夜精灵男 🧝🏻‍♂️
有胡子的人	有胡子的人 🧔
有胡须的人	有胡须的人 🧔
有蛋的鸟巢	有蛋的鸟巢 🪺
朝右的拳头	朝右的拳头 🤜
朝左的拳头	朝左的拳头 🤛
未成年不宜	未成年不宜 🔞
松了一口气	松了一口气 😌
枯萎的玫瑰	枯萎的玫瑰 🥀
柬埔寨王国	柬埔寨王国 🇰🇭
梵蒂冈城国	梵蒂冈城国 🇻🇦
橘色大菱形	橘色大菱形 🔶
橘色小菱形	橘色小菱形 🔸
橘黄色菱形	橘黄色菱形 🔶
橙色大菱形	橙色大菱形 🔶
橙色小菱形	橙色小菱形 🔸
欧洲地球仪	欧洲地球仪 🌍
欧非地球仪	欧非地球仪 🌍
残疾人设施	残疾人设施 ♿️
比利时王国	比利时王国 🇧🇪
毛里塔尼亚	毛里塔尼亚 🇲🇷
沙特阿拉伯	沙特阿拉伯 🇸🇦
没有新邮件	没有新邮件 📬️
法属圣马丁	法属圣马丁 🇲🇫
法属圭亚那	法属圭亚那 🇬🇫
法蒂玛之手	法蒂玛之手 🪬
波兰共和国	波兰共和国 🇵🇱
派对礼宾花	派对礼宾花 🎉
海地共和国	海地共和国 🇭🇹
淡蓝色的心	淡蓝色的心 🩵
游戏操控杆	游戏操控杆 🕹
澳亚地球仪	澳亚地球仪 🌏
澳洲地球仪	澳洲地球仪 🌏
爱你的手势	爱你的手势 🤟
牵手的情侣	牵手的情侣 👫
犹太教会堂	犹太教会堂 🕍
玛利亚之手	玛利亚之手 🪬
玻利维亚国	玻利维亚国 🇧🇴
理发店招牌	理发店招牌 💈
瑙鲁共和国	瑙鲁共和国 🇳🇷
瓦肯举手礼	瓦肯举手礼 🖖
生气的恶魔	生气的恶魔 👿
电影摄影机	电影摄影机 🎥
电影放映机	电影放映机 📽
男医护人员	男医护人员 👨‍⚕️
男工厂工人	男工厂工人 👨‍🏭
男建筑工人	男建筑工人 👷‍♂️
男开发人员	男开发人员 👨‍💻
男摇滚歌手	男摇滚歌手 👨‍🎤
男生玩水球	男生玩水球 🤽‍♂️
男行尸走肉	男行尸走肉 🧟‍♂️
男超级英雄	男超级英雄 🦸‍♂️
疑问惊叹号	疑问惊叹号 ⁉️
白十字头盔	白十字头盔 ⛑️
白色中方块	白色中方块 ◼
白色大方块	白色大方块 ◾
白色小方块	白色小方块 ▪
白色惊叹号	白色惊叹号 ❕
白色感叹号	白色感叹号 ❕
皮塔三明治	皮塔三明治 🥙
皮特肯群岛	皮特肯群岛 🇵🇳
盘腿的女人	盘腿的女人 🧘‍♀️
盘腿的男人	盘腿的男人 🧘‍♂️
禁止丢垃圾	禁止丢垃圾 🚯
禁止打电话	禁止打电话 📵
禁止扔垃圾	禁止扔垃圾 🚯
禁止自行车	禁止自行车 🚳
福克兰群岛	福克兰群岛 🇫🇰
科摩罗联盟	科摩罗联盟 🇰🇲
科研人员女	科研人员女 👩🏻‍🔬
科研人员男	科研人员男 👨🏻‍🔬
秘鲁共和国	秘鲁共和国 🇵🇪
站立的女人	站立的女人 🧍‍♀️
站立的男人	站立的男人 🧍‍♂️
笑得打滚儿	笑得打滚儿 🤣
笔记本电脑	笔记本电脑 💻
篮球运动员	篮球运动员 ⛹️‍♂️ ⛹️‍♀️
粗美元符号	粗美元符号 💲
索罗门群岛	索罗门群岛 🇸🇧
索马里联邦	索马里联邦 🇸🇴
红色倒三角	红色倒三角 🔻
红色正三角	红色正三角 🔺
纳扎护身符	纳扎护身符 🧿
线圈笔记本	线圈笔记本 🗒
给我打电话	给我打电话 🤙
美属萨摩亚	美属萨摩亚 🇦🇸
美式橄榄球	美式橄榄球 🏈
美洲地球仪	美洲地球仪 🌎
膨胀的爱心	膨胀的爱心 💗
自动人力车	自动人力车 🛺
自由女神像	自由女神像 🗽
芬兰共和国	芬兰共和国 🇫🇮
苏丹共和国	苏丹共和国 🇸🇩
英式橄榄球	英式橄榄球 🏉
茅利塔尼亚	茅利塔尼亚 🇲🇷
草地曲棍球	草地曲棍球 🏑️
荷属圣马丁	荷属圣马丁 🇸🇽
荷属阿鲁巴	荷属阿鲁巴 🇦🇼
莱索托王国	莱索托王国 🇱🇸
莲花坐的人	莲花坐的人 🧘‍♂️ 🧘‍♀️
蒙特内哥罗	蒙特内哥罗 🇲🇪
蒙特塞拉特	蒙特塞拉特 🇲🇸
蒸房里的人	蒸房里的人 🧖‍♂️ 🧖‍♀️
蓝色大菱形	蓝色大菱形 🔷
蓝色小菱形	蓝色小菱形 🔹
螺旋桨飞机	螺旋桨飞机 🛩️
螺母与螺栓	螺母与螺栓 🔩
螺母及螺栓	螺母及螺栓 🔩
螺母和螺栓	螺母和螺栓 🔩
行李寄存处	行李寄存处 🛅
行李领取处	行李领取处 🛄
西班牙王国	西班牙王国 🇪🇸
警车旋转灯	警车旋转灯 🚨
贝宁共和国	贝宁共和国 🇧🇯
赤道几内亚	赤道几内亚 🇬🇶
超级大反派	超级大反派 🦹‍♂️ 🦹‍♀️
跨性别符号	跨性别符号 ⚧
跳舞的女人	跳舞的女人 💃
跳舞的男人	跳舞的男人 🕺
运动会奖牌	运动会奖牌 🏅
这个我知道	这个我知道 🙋‍♂️ 🙋‍♀️
送你一颗心	送你一颗心 💝
逆时针方向	逆时针方向 🔄
金毛寻回犬	金毛寻回犬 🦮
锤子与扳手	锤子与扳手 🛠
锤子和扳手	锤子和扳手 🛠
长翅膀的钱	长翅膀的钱 💸
闪亮的星星	闪亮的星星 🌟
闪光灯打开	闪光灯打开 📸
闪耀的星星	闪耀的星星 🌟
阿尔及利亚	阿尔及利亚 🇩🇿
阿尔巴尼亚	阿尔巴尼亚 🇦🇱
阿拉丁灯神	阿拉丁灯神 🧞
阿拉丁神灯	阿拉丁神灯 🧞‍♂️ 🧞‍♀️
阿拉伯女人	阿拉伯女人 🧕🏾
阿曼苏丹国	阿曼苏丹国 🇴🇲
阿赫韦南马	阿赫韦南马 🇦🇽
难过但释然	难过但释然 😥
非洲地球仪	非洲地球仪 🌍
顺时针方向	顺时针方向 🔃
风吹拂的脸	风吹拂的脸 🌬
马戏团帐篷	马戏团帐篷 🎪
马桶疏通器	马桶疏通器 🪠
马绍尔群岛	马绍尔群岛 🇲🇭
马达加斯加	马达加斯加 🇲🇬
马里共和国	马里共和国 🇲🇱
骑自行车女	骑自行车女 🚴🏻‍♀️
骑自行车男	骑自行车男 🚴🏻‍♂️
高尔夫球女	高尔夫球女 🏌🏻‍♀️
高尔夫球手	高尔夫球手 🏌️‍♂️ 🏌️‍♀️
高尔夫球洞	高尔夫球洞 ⛳
高尔夫球男	高尔夫球男 🏌🏻‍♂️
高跟儿凉鞋	高跟儿凉鞋 👡
麻辣小龙虾	麻辣小龙虾 🦞
黄色小菱形	黄色小菱形 🔸️
黑色中方块	黑色中方块 ◻
黑色大方块	黑色大方块 ◽
黑色小方块	黑色小方块 ▫
东正教十字架	东正教十字架 ☦️
乌兹别克斯坦	乌兹别克斯坦 🇺🇿
乌干达共和国	乌干达共和国 🇺🇬
伊拉克共和国	伊拉克共和国 🇮🇶
佛得角共和国	佛得角共和国 🇨🇻
内心活动气泡	内心活动气泡 💭
冈比亚共和国	冈比亚共和国 🇬🇲
几内亚共和国	几内亚共和国 🇬🇳
南苏丹共和国	南苏丹共和国 🇸🇸
卢旺达共和国	卢旺达共和国 🇷🇼
卢森堡大公国	卢森堡大公国 🇱🇺
厄立特里亚国	厄立特里亚国 🇪🇷
去氧核糖核酸	去氧核糖核酸 🧬
双手手掌向上	双手手掌向上 🤲
叙利亚共和国	叙利亚共和国 🇸🇾
吉尔吉斯斯坦	吉尔吉斯斯坦 🇰🇬
吉布提共和国	吉布提共和国 🇩🇯
喀麦隆共和国	喀麦隆共和国 🇨🇲
国际象棋棋子	国际象棋棋子 ♔ ♕ ♖ ♗ ♘ ♙ ♚ ♛ ♜ ♝ ♞
土耳其共和国	土耳其共和国 🇹🇷
圣尤斯特歇斯	圣尤斯特歇斯 🇧🇶
垃圾入篓标志	垃圾入篓标志 🚮
塞舌尔共和国	塞舌尔共和国 🇸🇨
墨西哥合众国	墨西哥合众国 🇲🇽
墨西哥薄饼卷	墨西哥薄饼卷 🌮
复活节岛石像	复活节岛石像 🗿
奥地利共和国	奥地利共和国 🇦🇹
女举重运动员	女举重运动员 🏋️‍♀️
女办公室职员	女办公室职员 👩‍💼
女超级大反派	女超级大反派 🦹‍♀️
安哥拉共和国	安哥拉共和国 🇦🇴
密克罗尼西亚	密克罗尼西亚 🇫🇲
尼日利亚联邦	尼日利亚联邦 🇳🇬
尼日尔共和国	尼日尔共和国 🇳🇪
山地自行车女	山地自行车女 🚵🏻‍♀️
山地自行车男	山地自行车男 🚵🏻‍♂️
巴勒斯坦领土	巴勒斯坦领土 🇵🇸
巴拉圭共和国	巴拉圭共和国 🇵🇾
巴拿马共和国	巴拿马共和国 🇵🇦
布隆迪共和国	布隆迪共和国 🇧🇮
带墨水笔的锁	带墨水笔的锁 🔏
带画框的图片	带画框的图片 🖼
带花园的楼房	带花园的楼房 🏡
录音室麦克风	录音室麦克风 🎙
微笑的上弦月	微笑的上弦月 🌛
微笑的下弦月	微笑的下弦月 🌜
意大利共和国	意大利共和国 🇮🇹
愤怒对话气泡	愤怒对话气泡 🗯
手拉手的情侣	手拉手的情侣 👫
手指张开的手	手指张开的手 🖐
打草地曲棍球	打草地曲棍球 🏑️
打高尔夫的人	打高尔夫的人 🏌️‍♂️ 🏌️‍♀️
拉普拉斯算符	拉普拉斯算符 ∇² ∇·∇
掌心向上托起	掌心向上托起 🤲
撒拉威阿拉伯	撒拉威阿拉伯 🇪🇭
斯威士兰王国	斯威士兰王国 🇸🇿
新加坡共和国	新加坡共和国 🇸🇬
新喀里多尼亚	新喀里多尼亚 🇳🇨
旗杆上的旗帜	旗杆上的旗帜 🚩
暮色中的城市	暮色中的城市 🌆
橘黄色大菱形	橘黄色大菱形 🔶
橘黄色小菱形	橘黄色小菱形 🔸
沙乌地阿拉伯	沙乌地阿拉伯 🇸🇦
油炸鹰嘴豆饼	油炸鹰嘴豆饼 🧆
法兰西共和国	法兰西共和国 🇫🇷
法属南方属地	法属南方属地 🇹🇫
法属南部领地	法属南部领地 🇹🇫
法式长棍面包	法式长棍面包 🥖
波浪型破折号	波浪型破折号 〰️
注册商标符号	注册商标符号 ®
澳大利亚联邦	澳大利亚联邦 🇦🇺
热带水果饮料	热带水果饮料 🍹
爱尔兰共和国	爱尔兰共和国 🇮🇪
电子游戏手柄	电子游戏手柄 🎮
男举重运动员	男举重运动员 🏋️‍♂️
男办公室职员	男办公室职员 👨‍💼
男超级大反派	男超级大反派 🦹‍♂️
白十字安全帽	白十字安全帽 ⛑️
白线方形按钮	白线方形按钮 🔳
白色中等方块	白色中等方块 ◼
白色方形按钮	白色方形按钮 🔳
皮特凯恩群岛	皮特凯恩群岛 🇵🇳
皱着眉头的人	皱着眉头的人 🙍‍♂️ 🙍‍♀️
盘绕是炸鱼饼	盘绕是炸鱼饼 🍥
眉毛上挑的脸	眉毛上挑的脸 🤨
禁止乱丢垃圾	禁止乱丢垃圾 🚯
禁止乱扔垃圾	禁止乱扔垃圾 🚯
禁止使用手机	禁止使用手机 📵
禁止行人通行	禁止行人通行 🚷
科索沃共和国	科索沃共和国 🇽🇰
空中轨道列车	空中轨道列车 🚟
突尼斯共和国	突尼斯共和国 🇹🇳
立陶宛共和国	立陶宛共和国 🇱🇹
笑出眼泪的猫	笑出眼泪的猫 😹
笑得满地打滚	笑得满地打滚 🤣
系有缎带的心	系有缎带的心 💝
纳扎尔护身符	纳扎尔护身符 🧿
美利坚合众国	美利坚合众国 🇺🇸
美属维京群岛	美属维京群岛 🇻🇮
肯尼亚共和国	肯尼亚共和国 🇰🇪
脱氧核糖核酸	脱氧核糖核酸 🧬
苏里南共和国	苏里南共和国 🇸🇷
英属维京群岛	英属维京群岛 🇻🇬
荷属加勒比区	荷属加勒比区 🇧🇶
菲律宾共和国	菲律宾共和国 🇵🇭
萨摩亚独立国	萨摩亚独立国 🇼🇸
葡萄牙共和国	葡萄牙共和国 🇵🇹
蒸房里的女人	蒸房里的女人 🧖‍♀️
蒸房里的男人	蒸房里的男人 🧖‍♂️
视频游戏手柄	视频游戏手柄 🎮
请勿乱丢垃圾	请勿乱丢垃圾 🚯
请勿乱扔垃圾	请勿乱扔垃圾 🚯
赞比亚共和国	赞比亚共和国 🇿🇲
躺在床上的人	躺在床上的人 🛌
达朗贝尔算符	达朗贝尔算符 ☐²
进城务工人员	进城务工人员 👷🏻
迪戈加西亚岛	迪戈加西亚岛 🇩🇬
长了翅膀的钱	长了翅膀的钱 💸
长胡子的女人	长胡子的女人 🧔‍♀️
阿拉丁灯神女	阿拉丁灯神女 🧞‍♀️
阿拉丁灯神男	阿拉丁灯神男 🧞‍♂️
阿根廷共和国	阿根廷共和国 🇦🇷
雾气笼罩的桥	雾气笼罩的桥 🌁
饰以丝带的心	饰以丝带的心 💝
马拉维共和国	马拉维共和国 🇲🇼
马耳他共和国	马耳他共和国 🇲🇹
黎巴嫩共和国	黎巴嫩共和国 🇱🇧
黑线方形按钮	黑线方形按钮 🔲
黑色中等方块	黑色中等方块 ◻
黑色方形按钮	黑色方形按钮 🔲
两个牵手的女人	两个牵手的女人 👭
两个牵手的男人	两个牵手的男人 👬
中华人民共和国	中华人民共和国 🇨🇳
亚美尼亚共和国	亚美尼亚共和国 🇦🇲
休达及梅利利亚	休达及梅利利亚 🇪🇦
休达和梅利利亚	休达和梅利利亚 🇪🇦
保加利亚共和国	保加利亚共和国 🇧🇬
修复受伤的心灵	修复受伤的心灵 ❤️‍🩹
做成心形的双手	做成心形的双手 🫶
克罗地亚共和国	克罗地亚共和国 🇭🇷
列支敦士登公国	列支敦士登公国 🇱🇮
利比里亚共和国	利比里亚共和国 🇱🇷
北马其顿共和国	北马其顿共和国 🇲🇰
北马利安纳群岛	北马利安纳群岛 🇲🇵
北马里亚纳群岛	北马里亚纳群岛 🇲🇵
千里达及多巴哥	千里达及多巴哥 🇹🇹
千里达及托巴哥	千里达及托巴哥 🇹🇹
博茨瓦纳共和国	博茨瓦纳共和国 🇧🇼
卡片索引分隔卡	卡片索引分隔卡 🗂
厄瓜多尔共和国	厄瓜多尔共和国 🇪🇨
反手食指向上指	反手食指向上指 👆
反手食指向下指	反手食指向下指 👇
反手食指向右指	反手食指向右指 👉
反手食指向左指	反手食指向左指 👈
吉尔吉斯共和国	吉尔吉斯共和国 🇰🇬
哥伦比亚共和国	哥伦比亚共和国 🇨🇴
圣基茨和尼维斯	圣基茨和尼维斯 🇰🇳
圣多美普林西比	圣多美普林西比 🇸🇹
圣皮耶与密克隆	圣皮耶与密克隆 🇵🇲
圣马力诺共和国	圣马力诺共和国 🇸🇲
